Accession,"Abundances (Scaled): F16: Sample, 1","Abundances (Scaled): F17: Sample, 2","Abundances (Scaled): F18: Sample, 3","Abundances (Scaled): F28: Sample, 13","Abundances (Scaled): F29: Sample, 14","Abundances (Scaled): F30: Sample, 15","Abundance: F16: Sample, 1","Abundance: F17: Sample, 2","Abundance: F18: Sample, 3","Abundance: F28: Sample, 13","Abundance: F29: Sample, 14","Abundance: F30: Sample, 15"
AO090005000737,12.1,10.5,7.6,426.4,366.7,467.3,5168.6357421875,5542.35888671875,3201.38012695313,239533.828125,250666.875,229246.609375
AO090011000655,,,,135.3,242.7,142.5,,,,310486.03125,677516.421875,285607.0390625
AO090011000940,,22.4,,351.0,275.9,342.1,,19095.779296875,,318761.578125,304807.8828125,271250.75
AO090103000108,,,,439.0,494.0,497.7,,,,408153.609375,558841.53125,404120.453125
AO090001000098,13.1,3.1,4.7,330.2,124.2,304.6,101408.703125,29112.890625,36188.359375,3343138.25,1529730.5,2693136.75
AO090023000883,,,,471.6,605.8,422.6,,,,166731.125,260584.703125,130472.9296875
AO090701000572,,33.4,,229.7,267.9,250.0,,24500.130859375,,179680.765625,254937.953125,170795.671875
AO090701000554,,,,285.6,756.1,376.1,,,,203630.265625,655972.0625,234182.546875
AO090001000574,,,,626.5,231.3,642.3,,,,353652.3125,158835.8125,316601.0625
AO090005001393,,,,,1500.0,,,,,,233018.296875,
AO090012000164,,19.0,,,,,,28565.224609375,,,,
AO090003001194,,,,237.3,357.0,265.0,,,,531914.546875,973378.59375,518728.8125
AO090005001229,,,,761.9,293.8,444.3,,,,532949.953125,250016.46484375,271403.5546875
AO090103000317,,,,,160.1,263.1,,,,,274227.21875,323350.125
AO090701000751,,,,86.4,1288.7,97.3,,,,662504.59375,12028812.625,652010.921875
AO090005000327,69.2,32.5,15.4,130.3,303.8,162.9,83110.78125,48107.453125,18255.3046875,205258.765625,582320.4375,224030.515625
AO090023000256,16.7,,,486.2,465.4,430.6,10017.9033203125,,,382453.046875,445404.59375,295761.828125
AO090009000416,104.7,113.9,50.8,121.5,341.4,113.3,103373.09375,138406.109375,49586.4609375,157273.03125,537784.875,128074.0546875
AO090009000559,,,,493.6,238.5,563.7,,,,286047.7109375,168126.71484375,285241.5859375
AO090010000225,,,,84.0,260.8,91.9,,,,210887.578125,796333.875,201498.890625
AO090020000540,,,,453.9,918.8,127.3,,,,392366.140625,966336.3125,96054.5546875
AO090206000110,249.9,133.2,45.6,105.2,453.8,81.8,75880.6640625,49757.27734375,13705.3095703125,41894.65625,219756.234375,28420.76171875
AO090020000703,,,,136.6,255.5,150.0,,,,150558.359375,342720.53125,144438.515625
AO090103000463,76.2,88.1,98.1,,35.7,23.3,69943.34375,99509.15625,89072.40625,,52235.66796875,24490.26171875
AO090103000051,,,,422.1,577.3,436.7,,,,74384.9296875,123769.6640625,67203.625
AO090020000523,,,27.6,282.8,267.6,316.8,,,11389.9306640625,154774.296875,178155.75,151417.734375
AO090012000436,,,,282.1,600.3,287.7,,,,746893.0625,1933406.0,665000.125
AO090012000261,29.5,,,248.1,828.2,209.0,8522.73828125,,,94028.109375,381931.625,69162.859375
AO090701000526,,32.3,,259.5,476.1,238.7,,16997.490234375,,145489.703125,324726.1875,116830.59375
AO090120000422,,,,173.4,586.9,192.2,,,,47765.21484375,196753.734375,46232.22265625
AO090005000331,37.2,40.8,40.2,55.0,50.7,48.3,94076.8515625,126826.3515625,100498.7421875,182288.8125,204387.75,139768.140625
AO090102000348,,,,410.0,360.9,368.8,,,,352171.1875,377151.3125,276661.875
AO090012000695,25.7,5.8,13.4,104.5,242.1,100.3,50869.953125,14070.7744140625,26199.08203125,271054.6875,764243.5625,227229.671875
AO090103000167,,,,187.3,516.8,221.0,,,,160217.6875,537820.0,165058.578125
AO090102000527,,,,266.7,1233.3,,,,,56902.125,320207.90625,
AO090701000844,,,,,,,,,,,,
AO090038000016,151.2,149.1,51.1,127.1,172.8,132.6,228948.515625,277661.984375,76530.4375,252123.2109375,417263.765625,229766.2109375
AO090020000564,,,,494.3,397.0,562.8,,,,133412.59375,130358.03125,132652.890625
AO090012000994,,,,544.9,361.7,519.9,,,,674084.5,544445.3125,561627.6875
AO090005001361,,,,255.4,371.6,258.5,,,,390700.96875,691663.75,345306.5625
AO090012000210,,,,349.4,631.5,426.8,,,,305137.75,670963.625,325455.28125
AO090120000008,,,,688.4,299.3,512.3,,,,268820.5234375,142176.5078125,174694.25
AO090120000316,21.6,30.7,24.2,94.7,225.1,132.8,29402.474609375,51415.6328125,32571.107421875,168781.59375,487868.5625,206627.9375
AO090120000204,,,,254.7,351.3,309.0,,,,804866.6875,1350465.75,852599.4375
AO090005000108,,,,442.2,412.9,433.6,,,,218669.4375,248423.34375,187247.046875
AO090701000063,,,,228.1,394.0,233.6,,,,91885.8046875,193132.828125,82189.5078125
AO090023000824,,,,751.9,66.2,681.8,,,,183051.78125,19617.150390625,144945.375
AO090701000265,,,,317.5,695.3,349.9,,,,188832.765625,503081.96875,181717.21875
AO090102000599,25.4,42.0,116.8,489.6,67.7,396.3,8705.6728515625,17729.529296875,39618.96484375,220167.171875,37030.828125,155620.03125
AO090003001347,,,,,715.2,784.8,,,,,478224.59375,376683.96875
AO090120000249,13.8,23.0,6.3,487.5,109.1,461.7,19108.1875,39192.89453125,8687.85546875,885582.4375,241160.109375,732381.6875
AO090003001255,,,,187.3,794.4,518.3,,,,61895.140625,319344.875,149542.0
AO090003000842,,,,427.5,366.1,420.6,,,,539937.0,562657.0625,463918.5
AO090003000816,,,5.6,258.8,477.6,296.8,,,8857.751953125,543757.0625,1220838.125,544545.1875
AO090001000628,,,,292.8,541.9,269.2,,,,157987.5,355700.6875,126858.4296875
AO090701000060,,,,682.5,191.0,626.5,,,,286946.875,97694.2578125,230027.84375
AO090102000635,34.1,25.8,31.3,157.7,230.1,166.6,25587.181640625,23810.248046875,23264.099609375,155197.15625,275518.9375,143210.125
AO090011000963,17.5,70.0,,286.9,231.7,299.9,7185.77587890625,35304.77734375,,154149.5,151463.109375,140739.421875
AO090102000595,,,,233.0,963.9,303.1,,,,94378.2421875,474959.6875,107203.75
AO090005001601,,,,495.3,488.0,516.6,,,,163762.078125,196305.125,149149.546875
AO090701000557,7.7,20.9,,177.1,178.3,195.0,12364.015625,41263.421875,,372021.25,455716.5625,357635.875
AO090009000684,25.6,71.5,,215.0,514.3,159.2,8784.17578125,30181.486328125,,96723.2265625,281531.25,62571.3046875
AO090001000101,,59.6,,243.5,293.6,294.8,,49577.80859375,,215758.109375,316552.4375,228107.34375
AO090023000196,,,,267.7,397.4,289.1,,,,380907.625,688107.375,359278.0625
AO090102000638,20.3,48.2,,154.6,176.1,188.2,17108.634765625,50102.48046875,,171070.59375,237041.015625,181842.421875
AO090003001268,,,15.3,21.2,,,,,26164.35546875,48116.21484375,,
AO090011000648,228.7,863.1,,,,,37273.80078125,173112.484375,,,,
AO090012000245,11.4,25.9,18.3,7.4,39.8,8.1,2787961.96875,7801342.8125,4426685.84375,2369464.3125,15528575.875,2279118.703125
AO090012001015,,,,,,,,,,,,
AO090102000392,25.5,46.4,5.0,263.4,500.3,279.7,21625.46875,48515.56640625,4230.4345703125,293226.65625,677777.5,271908.8125
AO090012000556,,,,545.7,373.7,536.6,,,,351510.78125,292855.78125,301813.3125
AO090005001052,,19.7,11.1,310.6,223.6,296.2,,18795.84375,8531.615234375,316055.8125,276891.90625,263238.34375
AO090038000455,,,,287.4,927.0,285.6,,,,312375.1875,1225834.75,271057.71875
AO090010000495,,,,477.1,450.5,572.4,,,,175686.890625,201835.390625,184059.1875
AO090003000285,,,,405.4,,433.3,,,,219391.140625,,204746.828125
AO090102000571,101.3,139.4,,358.2,,420.4,40968.08984375,69385.4375,,189881.578125,,194616.046875
AO090011000340,121.3,108.9,,257.5,415.6,361.5,104543.265625,115530.578125,,290951.4375,571345.5625,356668.78125
AO090023000525,68.8,82.6,62.5,25.4,39.6,35.3,63755.98828125,94233.15625,57254.8515625,30828.92578125,58485.20703125,37428.37109375
AO090003000689,,,,431.2,557.0,471.3,,,,248783.65625,390969.96875,237441.171875
AO090166000085,,,,313.4,619.8,355.8,,,,72538.625,174570.71875,71927.25
AO090026000537,,,,242.5,179.5,419.7,,,,175849.296875,158373.375,265749.6875
AO090023000382,81.4,155.4,,60.2,72.0,76.6,79974.5234375,187811.734375,,77471.2109375,112778.484375,86143.4921875
AO090102000298,12.2,50.3,22.8,190.4,284.1,214.2,10778.6748046875,54539.3203125,19882.404296875,219945.8125,399260.09375,216053.3125
AO090005000610,,,,120.0,92.4,129.4,,,,100379.65625,93979.234375,94502.4140625
AO090003000454,,,,,,,,,,,,
AO090001000524,72.0,55.5,44.4,50.6,93.5,67.8,130661.421875,124033.7421875,79658.078125,120389.265625,270577.75,140820.234375
AO090023000615,104.7,115.0,68.7,99.7,154.7,93.1,79928.8828125,107971.0078125,51818.9296875,99709.0859375,188347.421875,81299.953125
AO090001000291,,,,381.7,398.8,358.9,,,,144374.75,183524.796875,118568.5546875
AO090023000966,,,,530.5,969.5,,,,,76671.7421875,170477.03125,
AO090012000489,78.5,88.7,109.4,330.5,242.5,291.7,1838843.28125,2556741.46875,2535091.6875,10152026.875,9062280.0,7825421.0
AO090009000017,,,,,,,,,,,,
AO090124000084,,,,353.7,634.5,382.0,,,,129569.8828125,282827.625,122217.640625
AO090011000884,,,,323.5,300.8,368.6,,,,424228.34375,479814.8125,422033.25
AO090038000636,,,,401.1,728.4,370.5,,,,202197.484375,446745.15625,163098.453125
AO090010000493,37.2,24.5,,,,,22205.427734375,18021.033203125,,,,
AO090020000504,,,,259.8,708.5,285.4,,,,140683.125,466805.84375,134939.25
AO090124000015,,42.6,,173.8,200.4,140.7,,23060.166015625,,100275.1171875,140645.90625,70874.0625
AO090010000475,,,,199.6,1083.5,216.9,,,,73285.3984375,483942.21875,69539.0625
AO090026000752,,,,,,,,,,,,
AO090124000008,,,,333.8,704.9,355.5,,,,121746.890625,312846.78125,113232.453125
AO090023000395,,,,,1500.0,,,,,,215557.71875,
AO090701000397,,,,505.1,447.0,547.9,,,,193906.796875,208762.34375,183656.203125
AO090120000245,,,,,1500.0,,,,,,289052.53125,
AO090120000109,,13.6,8.3,228.0,304.1,253.0,,25807.345703125,12686.0146484375,460394.71875,747143.5625,446281.65625
AO090120000137,2.1,,,460.7,454.4,554.7,5319.61962890625,,,1506517.625,1807992.625,1583924.375
AO090023000783,14.0,17.9,16.1,163.4,107.9,177.7,1951212.5,3085277.59375,2227222.0,29944489.2851563,24068870.0,28446606.2558594
AO090020000087,,,,,1223.6,276.4,,,,,189044.75,30652.3671875
AO090003001156,,,,,,,,,,,,
AO090003001305,104.1,64.1,137.6,,,121.6,27507.8203125,20850.337890625,35958.28125,,,36794.41796875
AO090012000427,7.7,20.0,9.4,166.9,281.7,213.9,30924.154296875,98513.4140625,37297.7421875,875770.0,1798168.0,979862.0625
AO090012000502,,,,349.6,699.4,450.9,,,,65763.71875,160059.625,74062.578125
AO090120000314,,,,81.4,289.5,108.3,,,,133370.0,576718.375,154816.75
AO090120000337,,,,464.5,660.2,375.3,,,,100840.796875,174352.890625,71143.3671875
AO090020000640,33.1,42.9,53.6,217.2,198.8,236.2,20380.177734375,32470.80078125,32628.416015625,175323.78125,195261.796875,166475.78125
AO090701000824,,,,,,,,,,,,
AO090026000138,,,,192.3,245.5,219.5,,,,361712.125,561826.0625,360680.5625
AO090005001321,,,,236.8,484.8,282.0,,,,79350.8984375,197618.34375,82505.5
AO090009000250,,,,380.0,757.6,362.4,,,,121276.1640625,294161.5,101009.6015625
AO090102000065,,,,700.1,,799.9,,,,261376.6875,,260763.953125
AO090023000806,,,,418.0,568.9,513.1,,,,134561.109375,222783.8125,144224.671875
AO090003000269,,29.6,12.0,157.9,229.1,187.9,,29970.775390625,9766.251953125,170355.921875,300753.84375,177000.546875
AO090005001312,,,,300.4,324.7,297.7,,,,122642.7578125,161319.328125,106157.4765625
AO090012000363,,,,,,,,,,,,
AO090003001144,,,,437.4,549.6,284.0,,,,114113.984375,174443.8125,64705.08203125
AO090038000111,265.5,113.4,350.2,,,,110684.7578125,58155.08984375,144338.625,,,
AO090023000766,,,,,,,,,,,,
AO090012000554,,,,,,1500.0,,,,,,205119.75
AO090020000583,,,,399.6,504.9,439.7,,,,254584.8125,391293.9375,244606.546875
AO090005001084,,,,516.0,467.6,516.4,,,,185491.75,204505.796875,162082.390625
AO090012000964,162.7,38.9,15.0,212.9,241.9,206.7,241529.84375,70975.3359375,22083.03125,414415.65625,572706.125,351274.15625
AO090005001507,,,175.5,,545.4,,,,77561.53125,,388908.34375,
AO090102000273,,,,752.0,107.6,640.4,,,,264451.21875,46036.6484375,196659.890625
AO090005001035,,,,,,,,,,,,
AO090701000124,,,,,1500.0,,,,,,177196.84375,
AO090009000295,,,,,1500.0,,,,,,402984.0,
AO090166000070,,,,475.0,582.6,442.4,,,,213042.796875,317902.375,173292.421875
AO090023000332,,,,,1500.0,,,,,,131378.328125,
AO090701000294,,,,180.1,145.1,157.9,,,,247219.03125,242259.125,189309.234375
AO090120000280,,,,408.1,330.0,455.2,,,,126283.1171875,124238.5,123026.1484375
AO090012000638,,,,285.1,435.8,333.2,,,,175674.09375,326786.0,179330.515625
AO090026000816,,,,483.2,556.1,460.7,,,,192334.90625,269299.40625,160155.421875
AO090005000469,,,,204.3,383.8,262.8,,,,160621.46875,367145.0625,180445.703125
AO090166000051,46.1,134.9,21.5,116.5,207.6,116.3,40030.43359375,144202.484375,18470.228515625,132600.375,287594.40625,115584.625
AO090012000172,,,,409.5,618.8,298.1,,,,94236.4609375,173262.625,59897.8359375
AO090010000311,,,,283.4,697.0,253.6,,,,137812.171875,412345.34375,107694.84375
AO090005000416,,,,249.0,796.5,267.0,,,,128454.3203125,499996.3125,120308.578125
AO090011000142,,,,253.3,750.3,496.4,,,,89970.875,324294.0625,153991.375
AO090009000630,21.9,57.5,12.5,198.8,202.9,180.1,61927.71875,199739.234375,34968.24609375,736106.375,914092.3125,582298.5
AO090020000508,36.1,58.6,34.5,11.0,,,76498.296875,153113.046875,72317.46875,30731.65234375,,
AO090010000783,70.5,9.8,8.4,4.6,2.4,7.7,798542.0625,136466.234375,93812.4296875,68058.4375,44246.88671875,99461.1171875
AO090020000500,,,,441.3,248.5,362.2,,,,281729.09375,192967.828125,201896.9375
AO090003000685,,,,252.2,499.1,230.4,,,,58714.25390625,141362.765625,46835.796875
AO090005001150,,,,361.6,507.6,350.5,,,,92054.25,157203.390625,77909.546875
AO090038000415,,,,633.2,325.0,541.8,,,,3350312.75,2091923.75,2503084.0
AO090120000485,,,,515.8,488.8,495.5,,,,98857.21875,113974.28125,82927.3046875
AO090023001010,,,,517.2,372.0,610.8,,,,67004.8046875,58632.984375,69099.109375
AO090020000418,,,,294.7,257.7,291.0,,,,412689.34375,439126.96875,355883.5
AO090102000297,,,,432.6,661.5,405.9,,,,66697.9375,124070.84375,54641.84375
AO090005001561,,,,285.0,503.0,312.7,,,,92209.265625,197976.21875,88331.7890625
AO090023000113,16.4,31.7,48.3,44.2,74.3,54.7,9852.5703125,23448.140625,28735.111328125,34883.14453125,71327.4296875,37683.8984375
AO090003000197,,,,567.9,309.3,622.8,,,,191929.640625,127204.2421875,183810.484375
AO090011000036,91.3,35.6,68.2,15.8,24.9,16.9,95786.5703125,45961.078125,70747.4765625,21738.109375,41724.12890625,20269.8203125
AO090009000570,10.3,14.4,9.8,91.9,71.0,89.6,19620.013671875,33777.6640625,18587.91015625,230062.546875,216431.8125,196036.65625
AO090009000130,,,,331.3,697.7,343.4,,,,171408.375,439215.59375,155173.359375
AO090020000634,,,,406.8,352.6,536.5,,,,159027.09375,167702.640625,183145.5625
AO090026000198,,,,,,,,,,,,
AO090701000021,,,,438.2,464.8,448.5,,,,71929.75,92821.71875,64292.78515625
AO090120000479,,,,243.4,554.1,382.9,,,,85332.84375,236384.890625,117227.671875
AO090005001450,,,,530.9,419.9,549.3,,,,153507.578125,147709.375,138689.046875
AO090701000754,,,,,706.2,,,,,,111976.734375,
AO090005001248,,,,304.7,793.2,402.1,,,,265618.125,841196.8125,306060.5
AO090003000265,,,,311.2,631.2,342.3,,,,151205.171875,373149.84375,145231.890625
AO090023000916,,,,286.5,489.8,546.1,,,,170697.625,355095.4375,284155.96875
AO090103000044,,,,296.3,345.3,346.6,,,,116944.984375,165834.953125,119475.5625
AO090124000024,,,,201.8,253.6,208.4,,,,104283.3828125,159412.890625,94028.5703125
AO090001000024,,,,408.9,413.6,383.9,,,,2233601.0,2748837.25,1831174.625
AO090009000395,,,,421.3,694.7,384.0,,,,235348.046875,472215.84375,187320.234375
AO090038000561,,,,167.1,348.6,138.2,,,,47646.44140625,120888.6015625,34398.015625
AO090012000915,,,,349.6,669.0,387.4,,,,150715.53125,350959.15625,145871.109375
AO090005001486,,,,203.6,255.1,223.1,,,,310970.46875,474123.125,297595.34375
AO090026000450,,,,453.3,389.3,396.6,,,,176874.875,184821.984375,135129.375
AO090026000477,108.0,354.5,307.8,24.5,68.1,33.1,217738.5,879021.25,613457.625,64814.015625,219001.328125,76438.7265625
AO090003001514,27.4,35.1,,141.3,217.3,135.3,28958.37109375,45632.5625,,195574.859375,365810.53125,163527.484375
AO090011000351,,9.5,6.1,192.7,373.4,218.4,,17350.6640625,8903.341796875,374458.4375,883087.875,370619.15625
AO090003000054,,,,355.5,503.2,321.5,,,,569423.125,980793.25,449762.90625
AO090020000105,,,,122.7,122.5,128.9,,,,126310.25,153384.078125,115844.3359375
AO090003001096,,,28.6,348.8,450.7,271.1,,,7041.701171875,113975.6875,179193.21875,77358.7578125
AO090011000338,,,,554.0,462.6,483.4,,,,370417.96875,376271.625,282210.375
AO090003000236,,,,160.3,1127.8,211.8,,,,27546.509765625,235758.984375,31781.482421875
AO090102000653,42.9,,,274.7,755.0,282.8,28197.3984375,,,236653.296875,791361.375,212717.40625
AO090005000577,,,,493.5,426.9,546.3,,,,131083.765625,137947.84375,126723.421875
AO090012000188,352.2,125.9,193.8,,19.3,,359757.15625,158278.0,195698.78125,,31432.53125,
AO090011000635,,,,514.2,404.5,506.6,,,,521445.15625,499053.0,448627.53125
AO090023000696,,,,,678.6,327.9,,,,,216342.53125,75036.875
AO090001000143,96.3,85.2,58.6,168.0,159.7,155.4,90564.8984375,98585.7109375,54458.82421875,207093.34375,239549.484375,167322.796875
AO090005000888,,,,,644.8,,,,,,560798.125,
AO090001000627,31.5,,,220.0,383.8,243.8,17494.876953125,,,160353.1875,340403.21875,155179.15625
AO090003000018,,,,,1500.0,,,,,,290013.09375,
AO090138000075,,,,447.8,340.9,534.5,,,,280395.84375,259671.828125,292234.8125
AO090166000081,117.2,77.2,87.6,,,,88268.796875,71535.859375,65259.78515625,,,
AO090103000342,18.3,127.7,22.1,417.5,309.2,474.5,13455.6396484375,115367.8828125,16075.4189453125,401822.46875,362113.25,398858.375
AO090026000119,,36.9,35.1,275.0,200.9,218.8,,14774.52734375,11288.2265625,117193.953125,104196.6328125,81433.9296875
AO090011000846,,,,290.7,716.4,320.2,,,,69571.265625,208610.984375,66914.5234375
AO090020000395,,,,319.6,515.3,329.8,,,,117806.7890625,231114.9375,106145.2734375
AO090020000405,561.6,,744.3,66.0,128.1,,161073.734375,,211076.265625,24833.166015625,58609.93359375,
AO090003001326,,,,587.7,,912.3,,,,468314.3125,,634783.875
AO090023000698,,,,492.2,502.6,420.9,,,,318743.90625,395970.03125,237996.875
AO090003000005,,,,428.1,321.7,487.9,,,,1076274.0,984113.875,1071283.0
AO090011000717,,30.6,24.9,233.8,412.9,365.8,,18612.37890625,12178.9609375,151338.59375,325121.6875,206720.859375
AO090009000483,136.7,184.6,183.9,86.2,112.9,81.7,495624.0,823102.5625,658956.125,409746.625,652442.1875,338966.625
AO090701000002,,,,356.3,736.6,407.1,,,,127730.03125,321248.53125,127420.1796875
AO090001000083,22.7,15.6,32.6,340.2,83.1,418.9,938495.125,793410.625,1330511.75,18400638.0,5466843.0,19782490.0
AO090011000782,24.6,,,121.2,666.3,126.1,25611.4375,,,165576.96875,1107490.0,150369.125
AO090026000145,,,51.0,84.0,24.3,111.8,,,16132.1923828125,35258.69140625,12389.8369140625,40984.28125
AO090005001595,10.3,15.6,20.0,174.3,287.7,184.9,13907.92578125,25911.16015625,26690.58984375,308250.125,619188.375,285575.03125
AO090124000065,,,,471.1,517.3,462.0,,,,723752.6875,966953.6875,619885.3125
AO090701000517,23.7,6.3,10.2,52.4,114.4,66.4,201334.609375,65571.8984375,86194.671875,585001.5,1553623.875,646500.3125
AO090005001467,,13.2,76.9,41.8,52.8,44.9,,8209.1376953125,38317.66015625,27570.931640625,42411.8515625,25884.619140625
AO090001000240,,,,,,,,,,,,
AO090005001351,,,,481.4,456.9,545.3,,,,1642673.25,1896802.625,1624660.625
AO090026000292,,,,394.9,674.5,430.6,,,,84571.4765625,175730.640625,80516.6640625
AO090701000885,21.0,42.5,27.0,32.2,38.1,30.7,11439.8056640625,28476.99609375,14545.966796875,22965.94921875,33069.59765625,19144.373046875
AO090010000210,,,,253.5,192.5,213.9,,,,410266.65625,379033.625,302296.125
AO090009000211,,,,513.3,309.5,337.1,,,,129392.125,94913.078125,74202.9375
AO090010000764,,,,362.3,366.6,371.0,,,,263364.59375,324194.0,235469.296875
AO090026000815,,,,632.7,412.9,454.3,,,,77552.96875,61583.1171875,48630.67578125
AO090026000452,,,,174.5,200.4,212.5,,,,354432.3125,495106.15625,376811.3125
AO090009000474,,,,,,,,,,,,
AO090701000742,,,,,363.7,,,,,,123826.1015625,
AO090011000875,,,,326.3,885.5,288.2,,,,70160.53125,231684.078125,54125.69921875
AO090010000689,,,,,863.2,,,,,,367855.3125,
AO090020000676,21.2,62.6,9.7,123.8,105.0,110.7,59344.53515625,215938.78125,26788.03125,455108.90625,469697.84375,355445.5625
AO090026000785,,,,,,,,,,,,
AO090102000585,,,,373.7,420.8,340.7,,,,255728.765625,350336.03125,203605.40625
AO090011000446,,,,454.7,495.9,504.1,,,,406435.5,539236.5,393414.21875
AO090005001272,,,,390.7,772.9,336.4,,,,178294.34375,429097.15625,134032.59375
AO090011000364,68.8,75.0,87.0,,123.0,,27044.904296875,36268.65625,33818.7265625,,77128.75,
AO090005001653,103.2,125.0,104.7,,,,2118455.0,3158032.75,2126187.5,,,
AO090020000279,,,,110.2,78.9,127.4,,,,180560.65625,157208.890625,182175.140625
AO090011000866,,316.0,396.2,,,,,230401.890625,232166.34375,,,
AO090102000239,,,,374.9,684.6,405.5,,,,1972172.125,4381779.0,1862807.125
AO090113000083,185.4,175.1,200.3,139.3,152.2,127.9,252966.125,294054.375,270179.65625,249125.015625,331184.28125,199800.40625
AO090005000892,17.8,9.1,11.1,204.4,340.8,204.9,55761.27734375,35121.97265625,34317.80078125,840438.75,1704672.875,735626.375
AO090102000136,,,,,93.6,,,,,,249908.90625,
AO090701000577,,,,,,,,,,,,
AO090011000174,,,,339.1,456.8,299.0,,,,189982.421875,311410.9375,146313.046875
AO090103000169,,,,405.2,525.9,304.2,,,,161792.28125,255501.921875,106088.1640625
AO090103000170,,,,247.2,967.7,285.1,,,,90039.15625,428738.71875,90662.75
AO090120000041,,,,454.3,663.9,381.8,,,,162374.28125,288670.03125,119158.8125
AO090020000555,,,,,,,,,,,,
AO090020000013,,,,454.9,453.0,427.6,,,,78950.734375,95659.9296875,64799.046875
AO090001000710,48.3,16.2,48.2,278.5,632.4,372.3,17651.6796875,7295.54150390625,17414.21875,133519.21875,368851.46875,155858.8125
AO090003000975,7.7,14.2,17.1,52.5,185.4,49.1,8056.43017578125,18235.083984375,17678.796875,71906.421875,309202.3125,58737.7265625
AO090023000946,,,9.5,,,,,,15860.4814453125,,,
AO090038000296,,,,505.7,534.4,459.9,,,,120476.140625,154903.5625,95683.7890625
AO090023000365,,,,,,,,,,,,
AO090001000196,,,,356.6,312.0,316.4,,,,89425.953125,95216.671875,69296.234375
AO090001000192,,,,,,,,,,,,
AO090038000451,,,,280.1,526.2,298.3,,,,189516.921875,433201.34375,176268.8125
AO090005001491,,,,246.1,268.5,257.4,,,,156345.765625,207579.34375,142820.515625
AO090120000273,,,,324.3,849.7,326.0,,,,63623.57421875,202826.46875,55859.546875
AO090120000078,,,,433.9,384.0,424.1,,,,155662.875,167605.46875,132855.0625
AO090010000562,83.0,73.3,85.6,37.6,72.2,63.7,50666.82421875,55032.12109375,51650.8515625,30045.740234375,70279.609375,44491.48046875
AO090001000293,72.2,48.6,26.8,33.1,45.3,42.7,156601.515625,129798.78125,57528.78515625,94195.6015625,156781.171875,106148.7578125
AO090023000500,,,,424.3,626.4,449.3,,,,76763.734375,137864.140625,70977.1015625
AO090023000303,,,,452.9,568.9,446.0,,,,180222.671875,275432.375,154992.15625
AO090026000443,230.9,359.8,,,,,26299.416015625,50436.76953125,,,,
AO090011000493,,,,135.9,75.7,117.5,,,,144755.955078125,98129.078125,109279.42578125
AO090701000149,60.7,70.7,,341.4,433.9,346.9,11344.587890625,16257.16015625,,83637.7578125,129344.53125,74214.25
AO090010000464,,,,418.1,525.2,405.2,,,,118201.8203125,180654.78125,100030.0546875
AO090009000715,,,,196.5,325.0,217.1,,,,407288.28125,819586.125,393025.15625
AO090001000350,9.4,31.3,18.2,22.0,24.2,21.8,8935.0625,36695.27734375,17144.4921875,27518.193359375,36795.96875,23758.84375
AO090026000725,,,,591.7,390.3,518.0,,,,315047.3125,252847.421875,240828.75
AO090012000802,,,,359.8,508.4,406.4,,,,151674.0625,260727.5,149582.34375
AO090001000075,201.7,18.7,,239.4,431.0,261.4,181930.453125,20709.77734375,,283039.21875,619916.375,269852.9375
AO090005001355,64.6,146.2,,,184.2,,21046.822265625,58645.26171875,,,95751.8671875,
AO090003000247,,,,,,,,,,,,
AO090001000680,,,,250.9,673.0,244.1,,,,57615.375,187992.984375,48948.3125
AO090020000232,265.1,263.7,267.0,,,,217387.28125,266130.25,216499.1875,,,
